,user_doc,type,predict,score
258,"another edition was published in 1979. throughout this time, ambiguities in the laws were handled by frequent interpretations that the rules commission published as supplements and amendments.",True,False,20.35473824416259
259,in 1982 the rules commission rewrote the laws to incorporate the interpretations and amendments (fide 1989:7–8).,True,False,14.652987083143174
260,"in 1984 fide abandoned the idea of a universal set of laws, although fide rules are the standard for high-level play (hooper & whyld 1992:220–21).",True,False,22.184889670058293
261,"with the 1984 edition, fide implemented a four-year moratorium between changes to the rules.",True,False,13.929657781684895
262,"other editions were issued in 1988 and 1992 (fide 1989:5), (just 2014).",True,False,14.99233666480191
263,"the rules of national fide affiliates (such as the united states chess federation, or uscf) are based on the fide rules, with slight variations (just 2014).",True,False,23.237892666904276
264,"kenneth harkness published popular rulebooks in the united states starting in 1956, and the uscf continues to publish rulebooks for use in tournaments it sanctions.",True,False,19.021399443638195
265,"in 2008, fide added the variant chess960 to the appendix of the ""laws of chess"".",True,False,18.075783123741264
266,"chess960 uses a random initial set-up of main pieces, with the conditions that the king is placed somewhere between the two rooks, and bishops on opposite-color squares.",True,False,19.25792653894833
267,"the castling rules are extended to cover all these positions.in the 21st century, rules about such things as mobile phones and unauthorised use of chess engines were introduced.",True,False,21.532239174862323
268,"== variations ==
from time to time, rules have been introduced at certain tournaments to discourage players from agreeing to short draws.",True,False,19.91135301330538
269,"one such case was the ""no drawing or resigning during the first 30 moves"" rule used at the 2009 london chess classic.",True,False,16.55929376070198
270,"== see also ==

specific rules


== notes ==


== references ==
burgess, graham (2009), the mammoth book of chess (3rd ed.",True,False,14.855853855826629
271,"), running press, isbn 978-0-7624-3726-9
davidson, henry (1949), a short history of chess (1981 ed.",True,False,15.822174969019727
272,"), mckay, isbn 0-679-14550-8
fide (1989), the official laws of chess, macmillan, isbn 0-02-028540-x
fide (2008), fide laws of chess, fide, isbn 978-0-9594355-2-8, retrieved 2008-09-10
harkness, kenneth (1967), official chess handbook, mckay
hooper, david; whyld, kenneth (1996) [first pub.",True,True,54.00544938356335
273,"1992], the oxford companion to chess (2nd ed.",True,False,10.712009185966666
274,"), oxford university press, isbn 0-19-280049-3
just, tim (2014), u.s. chess federation's official rules of chess (6th ed.",True,False,23.39188393157677
275,"), mckay, isbn 978-0-8129-3559-2
polgar, susan; truong, paul (2005), a world champion's guide to chess, random house, isbn 978-0-8129-3653-7
reinfeld, fred (1954), how to be a winner at chess, fawcett, isbn 0-449-91206-x
ruch, eric (2004), the italian rules, iccf, retrieved 2008-09-10
schiller, eric (2003), official rules of chess (2nd ed.",True,True,65.22725790257518
276,"), cardoza, isbn 978-1-58042-092-1
staunton, howard (1847), the chess-player's handbook, london: h. g. bohn, pp.",True,False,16.014402625456526
277,"21–22, isbn 0-7134-5056-8 (1985 batsford reprint, isbn 1-85958-005-x)
sunnucks, anne (1970), the encyclopaedia of chess, st. martin's press (2nd ed.",True,False,23.47419736523887
278,"), isbn 978-0-7091-4697-1
timman, jan (2005), curaçao 1962: the battle of minds that shook the chess world, new in chess, isbn 978-90-5691-139-3


== further reading ==
golombek, harry, ed.",True,False,25.500052858547576
279,"(1976), the laws of chess and their interpretations, pitman, isbn 0-273-00119-1
golombek, harry (1977), golombek's encyclopedia of chess, crown publishing, isbn 0-517-53146-1
harkness, kenneth (1970), official chess rulebook, mckay, isbn 0-679-13028-4


== external links ==
fide laws of chess
fide standards of chess equipment, venue for fide tournaments, rate of play and tie-break regulations
uscf learn to play chess
uscf clock rules",True,True,87.42609919667208
280,the grand mansion gate (chinese: 大宅门) is a 2001 chinese historical television series written and directed by guo baochang.,False,False,0.019417475728155338
281,guo is also the author of the original novel of the same name.,False,False,0.4444444444444444
282,"the television series stars siqin gaowa, chen baoguo, liu peiqi, du yulu, he saifei, jiang wenli, and zhang fengyi.",False,False,0.05925925925925926
283,prominent chinese directors zhang yimou and chen kaige also make cameo appearances.,False,False,0.997202518913481
284,guo baochang spent over 40 years writing the script for film.,False,False,1.3698454695088522
285,"guo had sole discretion with the early script, and eventually wrote approximately 4 drafts.",False,False,0.24074074074074073
286,"the television series began production in 2000 and finished filming in 2001. a second season was completed in 2003.
the grand mansion gate details the story of the rise and fall of the time-honored brand baicao hall and the frustrations and fates of three generations of the bai family.the series premiered on cctv-1 in mainland china on 15 april 2001 and in hong kong on june 4.",False,False,0.1236988770932615
287,"== synopsis ==
in 1880 during the 6th year of the guangxu period of the qing dynasty, bai jingqi (chen baoguo) is born into the baicao hall, a prominent merchant family in beijing.",False,False,0.031746031746031744
288,the first season chronicles the lives of bai jingqi's predecessors in the late qing and early republic of china before focusing on bai jingqi when he becomes the new family patriarch.,False,False,1.0442009189885533
289,the subsequent season details his later life after the second sino-japanese war through to the establishment of the people's republic of china.,False,False,1.1957544080622784
290,"== cast ==


=== main ===
chen baoguo as bai jingqi (白景琦), liu cihang and wang cihang portray bai jingqi as a child.the series' main protagonist, patriarch and head of the baicao hall.",False,False,0.04048582995951417
291,"born to bai yingxuan and his wife wen shi, jingqi never once cried in his childhood years, and was branded by his uncle bai yingyu as an unlucky omen.",False,False,0.0728476821192053
292,he succeeded his mother as the head of the baicao hall.,False,False,0.07142857142857142
293,"notoriously hot-tempered, jingqi maintains a strict grip on the family and its influence as years of revolution and instability plaguing china in the late 19th to mid-20th century tests the prestige of his time-honored family name.he saifei as yang jiuhong (杨九红).one of bai jingqi's concubines, who was formerly a prostitute.",False,False,0.4122751340015949
294,"yang's status as a former prostitute results in years of disdain and abuse by the bai family, notably from jingqi's mother, bai wen shi.",False,False,1.7163855675856272
295,"the series marks the second time he and zhang yimou are working together, having worked together ten years prior on the set of his film raise the red lantern, where she played a similar character of low-social status struggling against members of a wealthy household.xie lan as li xiangxiu (李香秀).bai jingqi's second wife, originally a servant girl sold to the bai family by her parents.",False,False,0.43087038810650047
296,"her years as a servant girl allowed her to see the bitter rivalries surrounding jingqi and his concubines, which she uses to her advantage.",False,False,0.09259259259259259
297,"she begins an affair with bai jingqi and uses his favor to maneuver her way into becoming his second wife, thus granting her a higher title and status, notably over yang jiuhong, whose relentless bullying and abuse of another concubine resulted in the latter committing suicide.siqin gaowa as mrs. bai (bai wen shi) (白文氏).bai jingqi's mother and his predecessor as head of the bai family.",False,False,0.12238191497390685
298,"her role was aggressively challenged by wealthy patriarchs, including her own brother-in-law bai yingyu, but upon successfully defending the family's secret medicinal formula from scheming entrepreneurs, she became the unquestioned matriarch of the baicao hall.",False,False,0.6022046693888577
299,"she maintained the assets, wealth and prestige of the family, amassing influence by currying favor with imperial eunuchs of the qing court, and outmaneuvering members of the manchu nobility.liu peiqi as bai yingyu (白颖宇).bai jingqi's uncle, spoiled in his childhood by his mother and overprotected in adulthood by his eldest brother, bai yingyu was a thrifty spender who rarely cared about the devastating effects brought to the bai family.",False,False,0.09357021282601162
300,"he became an entrepreneur, sponsoring brothels and fought bitterly against his sister-in-law wen shi, plotting to steal the family's secret medicinal formula to drive the baicao hall out of business, and taking her son jingqi to a brothel when he was a child.",False,False,0.29124795486314375
301,"=== the bai family ===
du yulu as bai mengtang (白萌堂), bai jingqi's paternal grandfather, the head of the baicao hall at the start of the series.",False,False,0.9393622930844625
302,"wang liyuan as mrs. bai (bai zhou shi) (白周氏), bai jingqi's paternal grandmother.",False,False,0.9667396525090391
303,"li hongtao as bai yingyuan (白颖园), bai mengtang's eldest son.",False,False,1.6994922532225556
304,"zhao lingqi as mrs. bai (bai yin shi) (白殷氏), bai yingyuan's wife.",False,False,1.1609745256106059
305,"bi yanjun as bai yingxuan (白颖轩), bai mengtang's second son and bai jingqi's father.",False,False,1.7242195924909989
306,"liu peiqi as bai yingyu (白颖宇), bai mengtang's youngest son.",False,False,1.605152630581046
307,"zhang yan as mrs. bai (bai fang shi) (白方氏), bai yingyu's wife.",False,False,1.1343078589439393
308,"li ping as bai yaping (白雅萍), bai mengtang's youngest child and only daughter.",False,False,1.3917670221999288
309,"jia xinguang as bai jingyi (白景怡), bai yingyuan's eldest son.",False,False,1.605152630581046
310,"shang ying as wu cuigu (乌翠姑), bai jingyi's wife.",False,False,1.9334793050180783
311,xu boping as young bai jingyi.,False,False,0.0
312,"cheng xiangyin as bai jingshuang (白景双), bai yingyu's eldest son.",False,False,1.605152630581046
313,"ai liya as bai yufen (白玉芬), bai yingyuan's daughter.",False,False,2.0249555679254754
314,geng sisi as young bai yufen.,False,False,0.0
315,"li shusheng as bai jingsi (白景泗), bai yingyuan's second son.",False,False,1.7183601777508575
316,wu jianing as young bai jingsi.,False,False,0.0
317,"liu chao as bai jingwu (白景武), bai yingyu's second son.",False,False,1.6240205551093478
318,wang chaoqun as young bai jingwu.,False,False,0.0
319,"li xiaolei as bai jinglu (白景陆), bai yingyuan's third son.",False,False,2.0947230097859406
320,chen weiyou as young bai jinglu.,False,False,0.0
321,"ru ping as huang chun (黄春), bai jingqi's wife.",False,False,2.024388395927169
322,chen lingyue as young huang chun.,False,False,0.0
323,"lei juan as huai hua (槐花), bai jingqi's second concubine and a former servant girl.",False,False,1.0918583041661745
324,"jiang wenli as bai yuting (白玉婷), bai yingxuan's youngest daughter.",False,False,1.5674167815244422
325,ma sichun as young bai yuting.,False,False,0.35714285714285715
326,"ji baozhong as bai jingsheng (白敬生), bai jingyi's eldest son.",False,False,1.605152630581046
327,"zhao yi as bai jingye (白敬业), bai jingqi and huang chun's eldest son.",False,False,1.1456985450104664
328,"zhang yang as bai jinggong (白敬功), bai jingqi and huang chun's second son.",False,False,1.1325406502736242
329,"zhang dinghan as bai jiali (白佳莉), bai jingqi and yang jiuhong's daughter.",False,False,1.2980170221999288
330,"liu lingzhi as bai zhanyuan (白占元), bai jingqi's grandson and bai jingye's eldest son.",False,False,1.6648136518969394
331,"=== supporting ===
zhang fengyi as ji zengbu (季宗布), bai jingqi's teacher and a military officer in the royal guard divine engine division.",False,False,0.5596913777683911
332,"zheng had worked alongside many of the main and supporting cast members, notably siqin gaowa and chen kaige.",False,False,0.09090909090909091
333,yu rongguang as bai hua.,False,False,0.0
334,"li xuejian as master yu (于八爷), a drug dealer in beijing.",False,False,0.14285714285714285
335,"lei kesheng as wang xiguang (王喜光), an imperial eunuch.",False,False,0.0
336,yuan zi as young wang xiguang.,False,False,0.14285714285714285
337,"ning jing as zhen'er (珍儿), madam of the brothel yang jiuhong worked at.",False,False,0.09090909090909091
338,"zhang yimou as li lianying, an imperial eunuch of the empress dowager.",False,False,0.14285714285714285
339,chen kaige as an official in the local government.,False,False,3.2087361344269345
340,"he qun as pitou'er (皮头儿), a worker at a pawnshop.",False,False,0.0
341,"tian zhuangzhuang as taki (田木), a japanese military officer.",False,False,0.0
342,"== production ==


=== conception and development ===
in 1959 at the age of 19, guo baochang entered beijing film academy and began to write the novel the grand mansion gate.",False,False,0.06470588235294118
343,"at the dawn of the cultural revolution, he was labeled as a ""reactionary student"" and was sent to nankou farm of beijing to reform through labor.",False,False,0.1262135922330097
344,"in order to avoid the attention of the red guards, he burned the original manuscript.",False,False,0.22857142857142856
345,in march 1969 he rewrote the novel.,False,False,0.1111111111111111
346,in 1980 he divorced his wife and the novel was burned by the furious woman.,False,False,0.17142857142857143
347,"at the end of 1994, he rewrote the novel for the third and final time.baicao hall (百草厅) took inspiration from tong ren tang, one of the time-honored pharmaceutical companies in china founded at the beginning of the qing dynasty and which has lasted for almost 350 years.",False,False,0.22510232295479662
348,guo baochang himself had lived there for more than 26 years.,False,False,0.35714285714285715
349,"the main character bai jingqi was inspired by yue jingyu (乐镜宇), guo baochang's foster father and founder of the hong ji tang pharmaceutical company.",False,False,0.4357564087119399
350,"the characters bai yuting and li xiangxiu were inspired by guo's twelfth aunt and a concubine of yue jingyu's, respectively.",False,False,1.4842896511999226
351,"=== casting ===
directors zhang yimou, chen kaige, he qun and tian zhuangzhuang joined the cast.",False,False,0.06153846153846154
352,"actors yu rongguang, li xuejian, ning jing and lei kesheng were cast in supporting roles for the series.",False,False,0.15555555555555556
353,"=== filming ===
principal photography started in 2000 and wrapped in 2001.",False,False,0.037037037037037035
354,"== music ==


== broadcast ==
the grand mansion gate was broadcast in mainland china in april 2001 and two months later was aired in hong kong.",False,False,0.08
355,"== references ==


== external links ==
the grand mansion gate on imdb
the grand mansion gate at douban (in chinese)
the grand mansion gate at the mtime.com (in chinese)",False,False,0.04912537499817403
